Age,Education,Marital Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total_Promo,NumWebVisitsMonth
48,1,1,1,1,26224.0,63,4851,39,4,7,15,13,9,15,2,1,3,3,0,6
45,2,1,1,1,31089.0,79,5083,57,31,3,31,2,8,4,3,0,4,3,0,8
65,2,0,1,1,30081.0,42,4895,27,36,0,2,0,0,4,1,0,3,1,0,7
66,2,1,1,1,62807.0,819,5069,83,526,28,135,10,21,99,5,3,12,3,0,5
71,2,0,0,0,72906.0,1151,4687,79,400,32,519,71,75,54,3,4,9,1,0,1
78,4,1,1,2,61467.0,594,5057,69,410,16,114,0,5,49,5,2,10,3,0,5
60,3,1,1,2,49618.0,129,4921,77,80,3,26,4,2,14,3,1,3,4,0,7
40,3,0,1,1,21888.0,213,4949,15,88,10,46,2,3,64,5,1,2,4,0,10
53,2,0,1,1,42429.0,67,4276,99,55,0,6,2,0,4,1,1,3,2,0,5
70,2,0,1,3,26150.0,28,4640,61,5,1,13,3,5,1,1,0,3,1,0,7
51,0,1,1,1,30801.0,45,5013,23,8,4,5,15,2,11,1,0,3,2,0,7
61,2,1,0,0,81168.0,1193,4396,84,410,0,556,120,22,22,6,4,7,1,1,3
57,3,0,0,0,26877.0,268,4716,74,101,13,76,20,18,40,3,1,6,2,0,6
82,3,0,0,0,45006.0,266,4748,90,162,25,53,16,0,10,3,1,7,1,0,3
53,0,1,1,1,18978.0,37,4996,41,2,8,1,4,7,15,1,0,3,1,0,8
59,2,1,1,3,22574.0,37,4646,28,25,0,8,2,0,2,2,0,3,2,0,7
57,4,0,0,0,48240.0,882,5058,73,389,81,248,64,49,41,6,3,13,3,0,5
52,2,1,1,2,45837.0,373,4740,88,215,13,87,17,17,24,6,2,5,5,0,7
61,3,0,1,3,35791.0,35,4791,94,27,0,5,0,0,3,1,0,3,2,0,8
50,4,1,1,2,118350.5,107,4882,31,85,1,16,2,1,2,0,0,1,0,0,1
48,2,0,1,2,54162.0,42,4870,31,5,6,10,6,5,10,1,0,3,1,0,4
66,3,1,1,1,30522.0,326,5083,6,179,8,83,19,11,26,1,2,9,5,0,2
65,4,1,1,1,54456.0,404,4636,23,352,0,27,10,0,15,6,1,7,3,0,6
55,2,0,0,0,31632.0,95,4752,92,17,8,12,11,15,32,2,1,2,1,0,7
77,2,0,0,0,72298.0,939,4306,52,625,35,169,58,17,35,4,3,6,1,2,1
48,1,0,1,1,36975.0,33,4585,50,10,6,11,0,4,2,1,0,3,1,0,7
71,1,1,0,0,72635.0,981,4882,54,390,22,323,104,35,107,6,8,6,1,1,3
50,2,1,1,1,13624.0,36,4927,93,10,2,15,2,1,6,2,0,3,2,0,6
51,2,0,1,1,84196.0,1237,4882,56,215,63,507,120,31,126,8,4,7,1,0,3
66,2,1,1,1,70971.0,1825,5048,28,1001,17,556,93,81,17,11,11,5,7,0,7
49,4,0,1,2,34487.0,103,5152,94,19,18,33,24,1,8,3,0,3,3,0,9
49,2,0,1,1,28769.0,191,4960,76,41,5,129,10,3,3,4,1,4,3,0,9
56,4,1,1,1,69084.0,1586,4624,43,1181,81,199,39,30,30,7,3,13,2,0,8
68,4,1,0,0,65488.0,963,4418,46,603,45,207,36,18,54,3,4,6,1,0,1
56,1,1,1,1,62466.0,889,4567,13,129,81,259,120,81,83,6,3,12,5,0,4
66,1,0,0,0,32218.0,93,4536,27,10,24,15,13,1,30,2,1,3,1,1,7
53,2,0,0,0,83917.0,1587,4839,12,514,22,556,42,81,79,6,7,7,1,0,3
64,2,0,1,3,46102.0,16,4306,3,14,0,1,0,0,1,1,0,2,1,0,7
74,2,0,0,0,84574.0,1375,4851,72,387,20,556,38,54,126,9,11,11,1,0,5
64,2,1,1,1,56181.0,393,4734,6,121,81,69,8,44,48,4,2,7,1,0,4
76,3,0,1,1,63120.0,1477,5041,53,965,69,279,54,41,69,8,4,9,5,0,7
55,2,1,1,1,73691.0,1179,4785,58,707,21,250,85,43,73,6,2,8,2,1,2
66,2,1,1,1,63381.0,1005,5182,78,571,50,142,33,50,126,4,5,13,4,0,2
78,4,1,0,0,76140.0,1348,4449,57,586,66,556,17,0,26,5,9,6,1,0,2
67,4,0,1,1,62859.0,1307,4948,37,1063,81,102,16,12,25,9,4,6,4,0,6
62,2,0,1,1,45906.0,486,4761,20,305,3,27,4,3,126,5,4,4,2,1,5
79,3,1,0,0,77632.0,2252,4671,73,1200,81,556,0,42,126,4,2,6,1,2,2
55,4,1,1,2,46463.0,235,4717,56,163,2,40,8,11,11,3,1,6,7,0,6
56,2,1,0,0,105471.0,1724,4926,36,1009,81,104,120,21,126,9,8,13,0,2,3
56,3,0,1,1,55282.0,235,4600,9,125,6,73,8,4,19,3,1,6,1,0,4
49,3,1,1,1,78710.0,1092,4439,42,721,0,152,119,50,50,7,6,12,3,0,4
68,2,1,1,1,66886.0,599,4688,28,315,4,62,41,31,126,7,1,7,2,0,5
66,3,0,0,0,98777.0,2008,4534,23,1000,19,556,120,81,38,4,6,9,0,1,1
41,2,1,1,1,29103.0,48,5073,38,16,0,17,6,3,6,1,0,3,2,0,9
52,2,1,1,1,67445.0,1174,4970,63,757,80,217,29,80,11,9,6,12,5,0,6
76,4,1,1,1,50616.0,67,4479,71,30,2,25,0,1,9,1,1,4,1,0,2
71,2,0,1,1,49431.0,365,5245,9,219,3,100,26,0,17,7,1,5,2,0,8
51,2,0,0,0,118350.5,6,4399,81,1,1,1,1,1,1,0,0,0,0,0,0
73,2,1,1,1,61278.0,165,4491,87,111,3,28,2,6,15,3,1,4,2,0,6
68,1,1,0,0,26490.0,210,5047,92,45,47,52,21,20,25,3,1,5,2,0,6
79,4,1,1,1,73059.0,1095,4704,36,410,81,420,0,81,71,9,3,13,1,0,4
60,4,0,1,3,46734.0,223,4653,86,100,1,39,6,1,76,3,2,3,4,1,6
63,2,1,1,1,56253.0,597,5119,83,509,0,65,7,11,5,7,2,9,4,0,6
41,2,1,1,1,19986.0,22,4629,74,3,6,5,0,2,6,0,0,3,1,0,7
51,2,0,1,1,58330.0,1064,4588,87,445,53,213,104,81,126,6,4,13,1,0,4
46,0,1,0,0,25965.0,74,5122,29,2,2,11,41,7,11,2,0,3,1,0,8
70,3,1,0,0,14661.0,26,4946,88,4,1,11,6,2,2,1,0,3,1,0,6
67,2,1,0,0,18690.0,60,4950,77,6,1,7,23,4,19,1,1,2,1,0,8
52,4,1,1,1,45068.0,20,4811,25,14,0,3,0,0,3,1,0,2,1,0,7
39,0,0,1,1,21063.0,59,4679,34,1,10,11,19,3,15,2,0,3,2,0,6
58,4,1,1,1,29187.0,34,4699,43,26,0,6,0,0,2,1,0,3,1,0,8
55,1,1,1,2,54690.0,198,4755,76,111,16,37,7,9,18,3,1,5,3,0,3
62,4,1,1,1,59304.0,1048,4737,81,418,61,428,80,51,10,7,8,10,3,0,5
64,3,0,1,2,59247.0,574,4724,87,327,9,122,19,14,83,5,2,9,5,0,6
56,2,0,1,1,66731.0,1029,4969,33,371,81,194,58,81,126,4,3,6,4,0,3
46,2,1,1,1,77353.0,670,4597,38,275,59,107,69,81,59,6,4,8,2,0,4
51,4,0,1,1,52614.0,990,5301,63,789,0,142,12,9,38,2,4,8,2,0,8
52,2,1,1,2,26751.0,11,4440,26,1,1,5,0,3,1,1,0,2,1,0,8
63,4,1,1,1,81300.0,1241,5009,17,1004,12,145,32,12,36,10,3,5,3,1,5
47,2,0,0,0,70337.0,576,4550,75,187,81,149,25,43,91,2,2,12,1,0,1
41,1,1,1,1,36145.0,172,4780,13,56,4,76,17,1,18,4,1,3,4,1,9
46,4,0,0,0,65295.0,664,4590,19,365,32,117,34,81,6,3,3,13,1,0,2
63,2,0,1,1,68118.0,928,4656,51,595,23,123,10,23,126,8,9,4,2,0,6
59,2,0,0,0,68743.0,2074,5070,81,1132,81,384,120,81,115,11,5,13,1,0,7
44,1,1,0,0,41039.0,467,4741,32,34,11,137,120,61,45,8,1,5,1,0,8
71,2,1,1,1,38946.0,257,4650,84,116,6,82,6,6,41,3,1,6,2,0,5
59,2,1,0,0,65777.0,1146,4594,87,565,32,435,28,32,54,2,8,6,1,0,1
50,4,0,1,1,66476.0,689,4763,99,372,18,126,47,48,78,5,2,11,2,0,4
54,4,0,0,0,86857.0,2114,4969,96,899,81,556,120,81,40,5,6,10,1,0,2
44,4,1,0,0,118350.5,1717,5214,21,55,16,556,17,3,4,0,28,1,15,0,0
37,4,1,0,0,77845.0,1346,4446,40,760,40,480,0,40,26,3,5,12,1,2,1
57,4,1,0,0,69476.0,1044,4674,3,260,81,556,63,9,67,4,6,4,1,0,2
66,4,0,1,1,50611.0,493,5212,98,459,0,24,6,0,4,4,5,7,6,1,6
56,2,0,0,0,61209.0,957,4710,73,466,0,224,119,49,99,5,3,4,1,0,2
68,3,1,1,1,42315.0,270,4606,90,67,15,80,17,11,80,1,4,4,3,0,3
74,0,1,0,0,13084.0,29,4905,29,2,0,7,3,7,10,1,0,3,1,0,6
77,3,0,1,2,47570.0,121,4798,3,67,1,20,0,2,31,2,2,2,3,0,7
65,3,1,1,2,61923.0,126,4740,94,92,4,18,3,3,6,2,1,4,1,0,3
31,2,0,0,0,34824.0,23,4497,65,4,2,11,2,0,4,1,0,2,1,0,6
77,4,0,1,2,26518.0,57,4731,33,20,1,28,3,3,2,2,0,3,3,0,8
65,2,0,0,0,45938.0,636,4877,46,273,11,178,62,81,29,8,4,6,2,0,6
66,2,1,0,0,78468.0,1004,4335,29,434,22,388,104,22,34,10,7,10,1,1,4
53,2,0,1,1,78901.0,734,4687,99,321,11,309,33,26,34,9,3,5,3,0,4
48,2,1,1,2,71427.0,614,4245,26,212,81,177,15,64,23,8,2,8,2,0,4
48,2,0,1,1,71022.0,1453,4276,30,909,12,278,0,12,126,5,2,11,3,1,8
38,3,0,0,0,90247.0,1621,4463,27,1184,32,352,21,16,16,3,4,7,1,3,1
58,3,0,1,1,41335.0,187,4587,24,112,19,21,16,14,5,4,1,4,3,0,7
40,2,1,1,1,71952.0,1443,4673,93,656,80,455,52,81,93,8,4,8,2,2,4
56,4,0,1,1,35682.0,57,4404,34,23,0,8,6,2,18,1,1,3,1,0,2
75,2,0,1,1,43185.0,637,4670,88,537,6,42,16,6,30,9,3,6,2,0,8
78,4,1,1,1,66375.0,948,4622,96,712,0,45,0,0,126,2,4,5,3,1,7
55,3,1,1,1,35178.0,59,4673,10,23,1,13,2,2,18,1,1,2,1,1,7
40,2,1,1,1,25252.0,18,4606,26,1,3,4,2,2,6,1,0,2,1,0,8
61,3,0,1,1,55250.0,903,5018,49,664,58,83,32,0,66,7,5,10,4,0,5
51,2,0,1,1,33249.0,112,4896,11,6,10,21,19,14,42,2,1,3,2,0,6
73,2,1,0,0,58398.0,596,4813,44,299,5,201,21,21,49,5,4,8,3,0,4
44,2,1,1,1,50272.0,233,4758,75,99,13,66,43,8,4,4,1,5,3,0,7
51,4,1,0,0,76618.0,1511,5119,64,749,40,294,120,81,126,3,2,5,1,0,1
66,1,0,0,0,87305.0,1152,5046,19,345,25,501,63,81,80,5,3,8,1,1,2
48,2,1,1,1,25851.0,48,4641,45,9,4,18,7,5,5,2,0,3,2,0,7
56,2,0,1,1,58710.0,1185,4857,77,440,81,368,0,81,126,11,5,9,6,0,6
68,2,0,1,2,45160.0,21,4494,9,8,2,5,3,0,3,1,0,2,1,0,7
61,3,1,1,1,74806.0,965,4959,1,670,9,249,0,28,9,5,4,5,2,0,4
72,2,1,0,0,59111.0,869,4911,90,524,0,134,28,28,126,11,1,8,1,0,7
42,4,1,1,1,18988.0,16,4439,43,6,0,6,2,1,1,1,0,3,2,0,7
61,2,1,0,0,72190.0,1947,4903,79,597,81,556,120,81,126,5,6,4,1,0,3
50,2,1,1,1,7500.0,71,5305,19,7,0,12,13,7,32,4,1,2,5,1,9
60,2,1,1,1,44794.0,65,4364,99,54,0,7,0,0,4,2,0,3,1,0,6
71,2,1,0,0,80395.0,1380,4620,62,445,25,556,80,76,48,6,5,12,1,1,2
50,3,0,0,0,75012.0,1027,4557,41,294,81,218,120,58,126,3,8,11,1,0,1
61,3,1,1,3,56962.0,411,4633,60,292,3,77,10,3,26,6,3,5,7,0,7
35,2,1,0,0,89891.0,836,4842,17,412,22,132,59,28,126,11,6,8,1,1,4
77,4,0,1,2,35946.0,11,4677,24,8,0,3,0,0,0,0,0,3,1,0,5
73,4,1,1,2,53593.0,480,5123,60,349,4,78,6,0,43,7,2,6,8,0,8
48,2,1,1,2,66373.0,606,4607,57,328,9,124,12,24,109,4,2,10,7,0,3
78,4,0,1,3,45072.0,284,4658,74,144,2,99,7,2,30,6,1,4,5,0,8
53,2,0,1,2,89694.0,1472,4694,22,1126,28,211,37,28,42,4,3,4,3,3,5
77,2,1,0,0,72025.0,1677,4463,46,967,0,556,43,50,0,4,8,13,1,3,2
53,2,1,1,1,67432.0,1335,4859,69,432,79,341,120,81,126,8,5,4,2,0,4
74,3,1,1,1,70545.0,334,4517,29,138,39,63,55,18,21,4,1,7,1,0,2
37,0,1,1,1,17487.0,18,4870,37,0,0,1,7,4,6,1,0,2,1,0,7
57,2,1,1,1,62882.0,1338,5061,26,509,81,497,78,24,97,7,5,6,2,0,4
73,4,0,1,1,64108.0,1099,4865,8,948,10,86,13,21,21,6,9,11,4,0,5
70,3,1,1,2,34941.0,97,4793,26,39,2,25,4,3,24,3,0,3,2,0,8
76,4,0,1,3,48767.0,63,4581,79,28,1,21,3,0,10,2,1,3,3,0,5
48,1,1,1,1,38702.0,109,4939,71,13,11,24,13,8,40,3,0,4,2,0,6
62,2,1,0,0,82224.0,902,4557,83,307,26,360,120,31,40,6,9,5,1,1,3
74,2,1,0,0,83844.0,1574,4608,57,901,31,345,75,31,126,4,4,11,1,1,1
51,1,1,1,1,17003.0,38,4692,37,2,5,12,4,8,7,2,0,4,3,0,5
31,2,0,0,0,71163.0,960,4336,30,283,17,372,120,81,44,3,8,12,1,0,1
56,2,0,1,1,33697.0,28,4689,34,4,3,7,0,3,11,1,0,2,1,1,7
72,1,1,0,0,63564.0,1215,4553,0,769,80,252,15,34,65,10,10,7,1,1,6
54,4,1,0,0,83443.0,1497,4582,89,518,42,556,55,56,84,6,10,5,1,0,2
68,4,1,1,1,51518.0,449,4878,92,350,8,66,17,4,4,3,2,10,2,0,3
51,2,0,1,1,58330.0,1064,4588,87,445,53,213,104,81,126,6,4,13,1,0,4
57,2,1,0,0,80952.0,1757,4888,20,778,81,556,41,27,44,8,5,11,1,3,8
47,2,1,0,0,75507.0,1440,4546,56,709,81,374,104,80,80,8,6,6,1,0,3
48,1,1,0,0,63855.0,1006,4702,28,359,35,314,93,81,89,7,3,13,1,0,4
54,4,1,1,1,62220.0,1226,5000,55,799,12,375,16,12,12,7,6,5,5,0,6
62,2,1,1,1,58512.0,1171,4685,25,895,10,101,13,0,126,3,4,8,5,0,8
47,3,1,1,1,40662.0,92,4873,0,40,2,23,0,4,23,2,1,3,2,0,4
67,4,1,1,1,38829.0,99,4427,86,76,0,7,0,0,16,3,2,2,1,0,5
45,1,1,1,1,35523.0,66,4878,8,11,5,22,12,5,11,3,0,3,2,0,7
59,2,0,1,2,79146.0,564,4468,33,245,16,223,21,43,16,8,1,8,2,0,6
38,3,1,0,0,78285.0,1427,4646,13,647,81,391,120,67,40,6,4,10,1,0,3
48,4,0,1,1,31626.0,86,4669,12,39,1,9,2,1,34,2,1,2,1,1,7
74,2,0,0,0,75127.0,833,4440,92,203,35,305,46,17,126,2,11,5,1,0,1
71,2,1,1,1,48726.0,242,4830,90,138,3,38,4,0,59,3,2,4,3,0,6
49,2,1,0,0,74985.0,1869,4999,8,587,51,556,120,0,86,3,6,7,1,0,2
39,2,1,0,0,67430.0,1364,5183,6,595,81,291,120,81,121,11,5,12,1,0,6
61,1,1,1,1,46891.0,183,4938,91,43,12,23,29,15,61,2,1,4,1,0,4
70,3,1,1,1,62058.0,450,4801,52,301,7,74,10,0,58,6,1,7,4,0,6
47,2,1,1,1,72063.0,758,4881,3,180,32,348,76,32,90,5,2,12,2,0,2
75,4,1,0,0,78939.0,1507,4601,57,794,81,243,120,0,126,8,5,6,1,0,3
61,2,0,1,2,42720.0,654,4833,9,392,5,91,28,26,112,7,3,7,8,0,8
54,2,1,1,2,33622.0,81,4844,22,39,1,22,3,4,12,2,0,4,3,0,7
69,4,1,1,1,6835.0,137,5088,76,107,2,12,2,2,12,0,0,1,0,0,20
73,2,1,1,2,41452.0,16,4793,86,13,0,3,0,0,0,1,0,2,1,0,7
61,4,0,1,1,40760.0,93,4705,64,70,0,17,0,0,6,2,1,3,2,0,6
68,4,1,0,0,74250.0,1158,4556,90,680,11,392,75,0,0,2,11,4,1,0,1
71,3,0,1,2,51124.0,43,4595,79,26,1,11,0,1,4,1,0,3,2,0,3
55,2,0,1,1,72258.0,1525,4604,28,522,0,522,120,81,126,6,9,5,2,0,2
52,4,0,0,0,71466.0,1230,4458,86,412,12,546,78,81,0,4,4,10,1,0,1
50,2,1,1,2,36283.0,29,4478,42,6,5,5,8,0,5,1,0,3,2,0,4
56,2,0,1,1,20587.0,25,4273,39,2,3,6,4,1,9,1,1,2,1,0,7
54,2,1,1,1,30467.0,24,4504,8,1,3,8,2,5,5,1,0,2,1,0,7
54,2,1,1,1,31590.0,38,4778,40,6,2,15,6,6,3,1,0,3,1,0,8
40,0,1,1,1,20425.0,57,5010,5,4,12,5,3,16,17,2,0,3,2,0,7
66,3,1,1,2,17144.0,47,4536,96,18,2,19,0,2,6,3,0,4,5,0,7
58,4,0,1,1,42564.0,813,4915,28,324,48,186,39,18,126,6,8,4,6,1,7
48,3,1,1,1,43783.0,629,4433,22,327,9,125,25,4,126,7,1,8,6,1,7
50,2,0,1,1,40780.0,377,5091,30,229,27,71,13,3,34,7,1,5,4,0,9
81,3,1,0,0,62847.0,1612,4932,45,521,81,556,80,76,61,3,6,4,1,0,2
69,4,1,0,0,82017.0,729,5120,58,184,23,446,30,23,23,5,4,7,1,3,2
76,2,0,0,0,16813.0,50,4747,49,4,8,11,12,2,13,2,0,3,1,1,7
48,2,1,1,2,51267.0,270,4645,37,183,2,64,7,2,12,3,3,5,4,0,4
65,2,0,1,1,46524.0,177,4823,70,31,19,35,26,14,52,1,1,5,2,0,3
64,3,0,0,0,45183.0,315,4927,33,219,3,60,12,9,12,4,1,7,1,1,7
72,4,1,1,1,70421.0,767,4403,98,479,28,136,75,14,35,10,3,7,3,0,6
61,1,0,1,1,60161.0,1071,5016,17,584,44,212,46,8,126,11,4,8,3,0,8
53,2,1,0,0,73926.0,1580,4913,54,627,81,556,120,81,15,6,5,12,1,0,3
58,2,1,1,1,19329.0,60,4599,39,24,1,16,12,2,5,4,0,3,3,0,8
56,3,1,1,1,61872.0,573,4600,81,330,5,159,36,27,16,4,4,9,4,0,4
70,2,0,1,2,46984.0,41,4862,71,19,1,10,2,1,8,1,0,3,1,0,5
75,2,1,1,2,34838.0,170,4928,62,28,23,29,29,14,47,2,1,4,3,0,6
82,4,0,0,0,82716.0,1167,4816,8,606,81,228,15,81,22,6,8,13,1,0,2
68,2,1,0,0,48192.0,1526,4792,76,1039,43,204,120,58,29,2,8,12,3,3,8
50,3,1,1,2,49681.0,458,4846,66,411,0,26,0,0,21,7,1,7,6,0,7
55,3,1,1,1,56850.0,63,4500,83,34,1,19,2,7,0,1,1,3,1,0,2
69,2,1,1,1,55267.0,405,4653,28,161,28,136,32,3,45,3,4,6,4,0,3
54,2,1,1,2,59666.0,1027,4866,87,623,53,178,23,17,126,3,2,8,7,1,8
54,2,0,1,1,72504.0,1478,4792,43,604,26,470,120,81,94,5,9,6,2,0,2
45,2,1,0,0,26872.0,72,4658,0,3,10,8,3,16,32,1,1,2,1,0,6
54,2,0,1,1,21359.0,48,4837,1,12,2,17,6,1,10,2,0,3,2,0,8
51,2,0,0,0,73170.0,726,4431,1,184,81,256,50,30,32,5,4,6,1,0,2
71,3,1,1,1,52750.0,860,4855,72,393,0,239,90,69,69,5,7,9,6,0,4
40,4,1,0,0,91820.0,1497,4620,72,410,73,556,76,81,30,5,5,12,0,0,1
56,4,1,1,1,65968.0,495,4243,12,376,9,83,19,4,4,5,4,7,2,0,3
50,2,1,1,2,30772.0,20,4245,89,7,2,4,2,1,4,1,0,2,1,0,6
72,2,0,0,0,22507.0,570,4984,67,68,0,226,51,81,68,10,2,4,3,0,9
54,2,1,1,1,65685.0,769,4494,54,642,14,49,0,7,57,9,2,9,1,0,5
48,1,1,1,1,25804.0,55,4938,34,8,7,9,13,6,12,2,0,3,2,0,8
46,4,0,0,0,76412.0,1808,4822,15,840,53,556,23,71,17,5,4,8,1,2,3
54,2,1,1,1,22063.0,55,4727,43,7,10,13,3,11,11,2,0,3,2,0,7
65,2,0,0,0,57091.0,577,4416,0,464,5,64,7,0,37,7,3,7,1,1,5
63,2,1,0,0,22419.0,162,4839,74,30,3,47,19,21,42,3,2,2,1,0,8
67,2,1,1,1,87771.0,1957,4805,61,1225,38,287,50,57,33,5,10,4,1,4,6
67,1,0,1,1,78353.0,1576,4841,51,752,81,476,39,81,34,10,2,11,1,0,8
72,2,1,1,3,93404.0,1616,4761,97,1225,15,287,20,0,15,3,4,7,3,2,5
64,2,0,1,3,37859.0,36,4612,75,22,1,8,2,1,2,1,0,3,2,0,8
68,4,0,1,1,80995.0,1482,4638,83,860,28,409,73,56,56,8,9,4,1,0,4
42,2,1,1,1,16529.0,22,4579,23,3,0,5,13,0,1,1,0,3,1,0,6
50,4,0,1,2,55412.0,63,4621,65,10,5,28,11,1,8,2,0,3,1,0,5
34,2,0,0,0,48789.0,680,5030,94,351,16,156,7,5,126,6,4,7,1,0,6
59,4,1,1,2,56575.0,542,4822,42,421,5,90,0,16,10,7,3,7,3,0,5
46,1,1,1,1,25130.0,50,4906,10,2,5,7,0,18,18,2,0,3,2,0,7
59,2,1,1,2,35441.0,39,4902,94,25,1,9,2,1,1,1,0,3,2,0,8
70,2,1,1,1,71391.0,1043,4859,50,336,81,274,46,81,126,6,5,12,5,0,3
54,3,0,1,1,49494.0,385,4832,46,191,9,97,0,6,82,6,1,5,2,0,7
46,2,0,0,0,81702.0,1633,5046,98,563,50,556,28,31,126,7,7,12,1,0,3
46,1,0,1,1,45889.0,46,4909,42,31,0,6,0,1,8,1,0,3,1,0,6
49,2,0,1,1,56628.0,761,4502,30,479,5,82,7,17,126,7,6,5,2,1,5
76,2,1,1,2,34026.0,76,4819,11,18,6,15,12,8,17,2,1,3,3,0,5
52,2,1,1,1,40049.0,290,4979,61,91,65,52,10,44,28,3,2,6,3,0,5
38,2,0,1,1,34176.0,89,4243,12,5,7,24,19,14,20,3,0,4,4,0,6
45,2,1,1,1,19419.0,70,5028,76,2,14,28,16,3,7,4,0,3,4,0,9
66,1,1,0,0,82504.0,1066,4739,2,362,50,431,120,35,54,3,6,7,1,0,1
56,2,1,0,0,81205.0,2009,4569,43,724,74,556,97,55,126,5,6,7,1,3,2
35,1,0,0,0,61618.0,1345,5040,27,605,81,399,0,45,126,3,6,8,2,0,3
70,3,0,1,1,55284.0,764,4954,60,547,7,140,0,7,63,7,5,8,3,0,5
63,2,0,1,1,49980.0,195,4651,79,104,1,54,13,9,14,3,1,5,2,0,5
46,2,1,1,2,15072.0,53,4669,96,8,2,15,0,10,18,3,1,3,4,0,5
52,2,0,1,1,49166.0,368,4783,17,224,2,25,7,0,110,5,3,3,2,0,6
72,4,1,1,1,65324.0,544,4277,0,384,0,102,21,32,5,6,2,9,3,0,4
69,1,1,0,0,82347.0,1853,5150,38,556,54,556,120,81,63,7,7,10,1,2,3
60,4,1,1,2,30843.0,35,4436,43,24,0,2,0,0,9,1,1,2,2,1,5
52,4,1,1,1,46374.0,446,4506,1,408,0,21,0,0,17,7,1,7,3,2,8
47,2,0,1,1,60474.0,1180,4943,25,265,81,303,120,9,126,10,2,12,7,0,7
53,3,1,1,1,38576.0,41,4489,2,34,0,7,0,0,0,1,0,3,1,0,7
41,2,1,1,2,55357.0,727,4897,66,374,64,116,84,25,64,6,2,11,3,0,5
60,2,1,1,2,37758.0,40,5212,49,27,2,10,0,0,1,1,0,3,2,0,8
37,1,1,0,0,85710.0,1062,4822,5,600,20,350,29,30,33,6,9,10,1,1,2
57,2,1,1,1,23228.0,40,4556,71,13,2,18,6,1,0,2,0,3,2,0,8
57,3,1,1,2,44602.0,292,4536,35,167,2,89,0,0,34,6,1,4,6,0,8
39,2,1,0,0,7500.0,15,4703,94,0,2,3,4,1,5,0,0,3,1,0,6
37,1,1,1,1,38683.0,341,5212,80,46,35,69,84,41,66,4,1,6,6,0,7
51,1,0,1,1,49514.0,369,4596,61,88,39,78,58,13,93,6,1,4,2,0,7
53,4,1,1,1,57906.0,401,4637,29,243,11,119,10,3,15,4,2,8,3,0,4
60,3,0,1,1,43456.0,393,4862,0,275,11,68,25,7,7,5,1,8,3,0,5
40,3,0,1,2,19485.0,10,4680,80,6,0,4,0,0,0,1,0,2,1,0,7
48,2,1,1,1,53172.0,486,4791,54,121,62,90,68,20,125,2,3,8,3,0,3
47,2,1,1,1,30545.0,69,5022,71,4,12,15,19,7,12,2,0,3,2,0,7
43,4,1,0,0,70123.0,1727,4676,27,1225,0,396,23,0,0,5,7,4,1,2,3
67,2,0,1,1,62450.0,995,4430,61,515,47,267,62,66,38,5,5,4,2,1,3
50,2,1,1,1,21675.0,45,4272,55,4,0,16,17,4,4,4,0,3,3,0,7
45,1,0,1,2,42395.0,182,4488,35,48,13,57,24,15,25,3,1,4,4,0,7
48,3,1,1,1,61346.0,989,4786,34,562,58,168,43,16,126,5,7,10,1,0,3
73,2,1,0,0,80812.0,1677,4687,95,769,22,500,120,81,33,4,8,5,1,3,2
55,3,0,1,2,42835.0,595,4766,64,379,4,93,12,9,98,6,6,4,7,0,6
43,2,1,1,1,39922.0,156,4902,30,29,12,59,19,1,36,3,0,4,2,0,8
70,3,0,0,0,86424.0,1226,4458,12,387,68,556,89,45,68,6,9,12,1,0,1
48,1,1,1,1,17117.0,128,4930,96,12,23,38,30,18,7,3,1,3,4,0,9
54,2,0,1,1,24762.0,86,4307,16,6,10,12,3,15,40,3,1,2,3,1,8
51,2,1,1,1,35797.0,68,5023,16,27,1,14,4,1,21,2,0,3,2,0,8
51,2,0,1,2,36627.0,16,4743,78,9,1,5,0,0,1,0,0,3,1,0,5
45,1,1,1,2,51111.0,55,4412,83,22,0,19,6,5,3,2,0,3,2,0,6
54,4,0,0,0,86857.0,2114,4969,96,899,81,556,120,81,40,5,6,10,1,0,2
56,4,1,0,0,82072.0,2018,4909,67,889,55,556,120,81,126,3,2,13,1,0,1
73,4,0,1,3,46231.0,263,4982,87,189,2,55,0,5,12,6,1,4,4,0,9
67,2,1,1,2,42243.0,55,4631,34,48,0,2,0,0,5,2,0,3,2,0,7
64,2,1,1,2,51195.0,564,4943,46,230,14,156,82,24,58,9,2,5,8,0,8
48,3,0,0,0,68092.0,1281,4597,7,852,60,207,78,36,48,2,6,10,2,0,5
53,2,1,1,1,31814.0,83,4702,73,35,3,20,4,1,20,2,0,3,2,1,9
61,3,0,1,2,51390.0,353,5091,54,205,20,47,23,2,56,5,2,5,6,0,5
43,2,1,0,0,76630.0,1003,4568,93,255,31,446,40,56,126,3,10,11,1,0,1
35,0,0,1,1,26868.0,14,4462,52,0,0,1,8,3,2,1,0,2,1,0,7
83,4,0,0,0,48948.0,902,4945,53,437,8,206,120,49,42,7,10,5,2,1,6
54,4,0,1,1,55260.0,1139,4966,81,825,8,53,11,0,126,8,10,5,2,0,6
70,2,1,1,1,64090.0,797,4758,8,316,58,161,76,51,126,6,9,4,1,0,5
